timestamp,flow_id,packet_size,sequence_number,delay_ms
1749003518.696788,1,1024,659,1.37
1749003518.719664,1,1024,660,1.55
1749003518.719753,1,1024,661,1.56
1749003518.7364311,1,1024,662,0.57
1749003518.740351,1,1024,663,1.52
1749003518.760606,1,1024,664,1.51
1749003518.760712,1,1024,665,1.54
1749003518.781281,1,1024,666,1.48
1749003518.7813828,1,1024,667,1.49
1749003518.803189,1,1024,668,1.61
1749003518.8033018,1,1024,669,1.66
1749003518.822539,1,1024,670,1.01
1749003518.8226402,1,1024,671,0.92
1749003518.843162,1,1024,672,1.51
1749003518.843368,1,1024,673,1.58
1749003518.8637471,1,1024,674,0.42
1749003518.8639581,1,1024,675,0.55
1749003518.885657,1,1024,676,1.56
1749003518.8858528,1,1024,677,1.69
1749003518.9089851,1,1024,678,0.70
1749003518.909121,1,1024,679,0.77
1749003518.928069,1,1024,680,1.06
1749003518.929407,1,1024,681,0.69
1749003518.951989,1,1024,682,1.55
1749003518.9522,1,1024,683,1.67
1749003518.97378,1,1024,684,0.42
1749003518.973858,1,1024,685,0.42
1749003518.993794,1,1024,686,0.97
1749003518.995268,1,1024,687,1.61
1749003519.015955,1,1024,688,0.47
1749003519.016021,1,1024,689,0.46
1749003519.036544,1,1024,690,0.73
1749003519.0366569,1,1024,691,0.65
1749003519.058322,1,1024,692,0.45
1749003519.058542,1,1024,693,0.57
1749003519.081717,1,1024,694,1.14
1749003519.081804,1,1024,695,1.17
1749003519.103414,1,1024,696,1.04
1749003519.1035058,1,1024,697,1.08
1749003519.124084,1,1024,698,0.49
1749003519.124168,1,1024,699,0.51
1749003519.148471,1,1024,700,1.38
1749003519.148562,1,1024,701,1.36
1749003519.1661599,1,1024,702,0.69
1749003519.168836,1,1024,703,1.54
1749003519.190443,1,1024,704,1.05
1749003519.190548,1,1024,705,1.09
1749003519.208545,1,1024,706,0.54
1749003519.211244,1,1024,707,1.59
1749003519.23311,1,1024,708,0.41
1749003519.233321,1,1024,709,0.56
1749003519.2524328,1,1024,710,0.91
1749003519.2537768,1,1024,711,0.86
1749003519.2768672,1,1024,712,1.19
1749003519.2771251,1,1024,713,1.37
1749003519.294976,1,1024,714,1.13
1749003519.2975628,1,1024,715,1.53
1749003519.317992,1,1024,716,0.51
1749003519.31811,1,1024,717,0.55
